pl_name,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,sy_dist
"PSR B1257+12 c",1992,"Arecibo Observatory",0,"66.5419",0.36,1.91,4.3,"0.0186",,"600"
"PSR B1257+12 d",1992,"Arecibo Observatory",0,"98.2114",0.46,1.8,3.9,"0.0264",,"600"
"TYC 1422-614-1 c",2014,"Multiple Observatories",0,"559.3",1.37,12.5,3178,"0.048",,"672.41"
"TYC 4282-00605-1 b",2017,"Roque de los Muchachos Observatory",0,"101.54",0.422,12.4,3426.2074,"0.28",,"464.128"
"SWEEPS-11 b",2006,"Hubble Space Telescope",0,"1.796",0.03,12.666,3082.82,,,"8500"
"Kepler-1321 d",2021,"Kepler",0,"5.72092009",0.0501,2.628,7.41,"0","509","769.146"
"YZ Cet b",2017,"La Silla Observatory",0,"2.02087",0.01634,0.913,0.7,"0.06","471.2","3.71207"
"Kepler-127 d",2014,"Kepler",0,"48.630408",0.28,2.64,7.46,"0.03","590","352.794"
"Kepler-37 b",2013,"Kepler",0,"13.36702",0.1019,0.31,0.79,"0.098","718","63.9207"
"Kepler-895 b",2016,"Kepler",0,"2.80624233",0.0328,1.54,2.99,"0","771","540.134"
"Kepler-447 b",2015,"Kepler",0,"7.79430132",0.0769,18.49,435.41,"0.123","882","268.041"
"WASP-192 b",2019,"WASP-South",0,"2.8786765",0.0408,13.787,731.009,"0","1620","508.885"
"HATS-29 b",2016,"HATSouth",0,"4.6058749",0.05475,14.022,207.54299,"0.158","1212","353.891"
"GJ 1132 b",2015,"Cerro Tololo Inter-American Observatory",0,"1.628931",0.0153,1.13,1.66,"0.22","529","12.613"
"TRAPPIST-1 d",2016,"La Silla Observatory",0,"4.049219",0.02227,0.788,0.388,"0.00837","286.2","12.4298888"
"TRAPPIST-1 f",2017,"Multiple Observatories",0,"9.20754",0.03849,1.045,1.039,"0.01007","217.7","12.4298888"
"KMT-2021-BLG-0171L b",2022,"KMTNet",0,,3.5,3.35,11.2,,,"4600"
"OGLE-2018-BLG-0740L b",2019,"OGLE",0,"5480",5,12.9,1500,"0",,"3200"
"HD 33142 b",2011,"W. M. Keck Observatory",0,"330",1.074,13.7,400.46379,"0.049",,"121.375"
"WASP-14 b",2008,"SuperWASP",0,"2.24375",0.037,15.468,2809.6172,"0.09","1872","161.997"
"Kepler-249 c",2014,"Kepler",0,"7.113702",0.058,1.51,2.89,"0","429","190.401"
"Kepler-25 d",2014,"W. M. Keck Observatory",0,"122.4",,10,71.9,"0.13",,"243.249"
"Kepler-49 e",2014,"Kepler",0,"18.596108",0.116,1.56,3.05,"0","371","311.222"
"NGTS-5 b",2019,"Paranal Observatory",0,"3.3569866",0.0382,12.733,72.78307,"0","952","306.779"
"HD 191939 b",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"8.8803256",0.0804,3.41,10,"0.031","880","53.6089"
"Kepler-62 f",2013,"Kepler",0,"267.291",0.718,1.41,35,"0","208","300.874"
"Kepler-266 b",2014,"Kepler",0,"6.61833",0.071,2.48,6.71,"0","1066","1370.79"
"K2-243 b",2018,"K2",0,"11.54182",0.1087,2.17,5.35,,"1035","266.864"
"Kepler-197 b",2014,"Kepler",0,"5.599308",0.06,1.02,1.04,"0.02","1142","330.575"
"EPIC 201615463 c",2019,"K2",0,"3.80464",,1.22,1.98,,,"476.882"
"HD 128356 b",2016,"Multiple Observatories",0,"298.2",0.87,13.9,282.8687,"0.57",,"26.1548"
"GJ 667 C g",2013,"La Silla Observatory",1,"256.2",0.549,1.99,4.6,"0.08",,"7.24396"
"HD 215152 c",2018,"La Silla Observatory",0,"7.28243",0.067393,1.17,1.72,"0",,"21.5974"
"K2-185 b",2018,"K2",0,"10.616384",,1.15,1.6,,"809","268.357"
"KMT-2019-BLG-1715L b",2021,"KMTNet",0,,3.32,13.2,813.64072,,,"3860"
"GJ 3082 b",2020,"Multiple Facilities",0,"11.949",0.079,2.79,8.2,"0.22",,"16.6186"
"TOI-3757 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.438753",0.03845,12,85.3,"0.14","759","181.139"
"TOI-4582 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"31.034",,10.536,168.44906,"0.51","815","383.846"
"TOI-5174 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"12.214286",,5.351,24.8,,"808.359509681","197.243"
"HATS-6 b",2015,"HATSouth",0,"3.3252725",0.03623,11.187,101.38777,"0","712.8","169.318"
"K2-32 e",2019,"K2",0,"4.34934",0.04899,1.212,2.1,"0.043","1066","157.682"
"HD 141937 b",2002,"La Silla Observatory",0,"653.21997",1.5,12.5,3079.7727,"0.41",,"33.3622"
"HD 162020 b",2002,"La Silla Observatory",0,"8.4282",0.08,12.5,3127.4472,"0.28","650","30.8248"
"TYC 8998-760-1 b",2020,"Paranal Observatory",0,,162,12.3,4449.62,,,"94.6177"
"GJ 1002 b",2022,"Multiple Observatories",0,"10.3465",0.0457,1.03,1.08,,"230.9","4.84867"
"47 UMa d",2009,"Lick Observatory",0,"14002",11.6,13.5,521.22,"0.16",,"13.7967"
"K2-5 c",2015,"K2",0,"10.93241",0.0818,2.26,5.73,,"456","202.943"
"HD 33142 c",2018,"W. M. Keck Observatory",0,"810.2",1.955,13.9,282.86728,"0.081",,"121.375"
"GJ 3323 c",2017,"La Silla Observatory",0,"40.54",0.1264,1.32,2.31,"0.17",,"5.37484"
"HD 183263 c",2008,"W. M. Keck Observatory",0,"4667.97841",5.585,12.5,2958.98247,"0.051",,"54.1955"
"HD 108202 b",2023,"La Silla Observatory",0,"2990",3.7,13.1,953.48522,"0.52",,"38.6846"
"WASP-68 b",2014,"SuperWASP",0,"5.0843",0.06206,14.796,343.2564,"0","1490","226.399"
"HATS-23 b",2017,"HATSouth",0,"2.1605156",0.03397,20.849,467.2101,"0.114","1654","639.004"
"K2-29 b",2016,"K2",0,"3.2588321",0.04217,13.339,232.0159,"0.066","1171","178.475"
"Kepler-1515 b",2016,"Kepler",0,"214.3114164",0.7655,9.55,66.2,"0","380","539.321"
"Kepler-603 b",2016,"Kepler",0,"21.05358596",0.1502,2.65,7.51,"0","731","1539.63"
"KOI-13 b",2011,"Kepler",0,"1.763588",0.03641,16.948,2949.4624,"0.00064","2550","519.096"
"alf Tau b",2015,"Multiple Observatories",0,"628.96",1.46,12.7,2056.3601,"0.1",,"20.4332"
"HD 87646 b",2016,"Apache Point Observatory",0,"13.481",0.117,12.4,3941.092,"0.05",,"73.58352"
"GJ 625 b",2017,"Multiple Observatories",0,"14.628",0.078361,1.49,2.82,"0.13",,"6.47249"
"Wolf 1061 c",2015,"La Silla Observatory",0,"17.8719",0.089,1.66,3.41,"0.11",,"4.30592"
"HD 105779 b",2022,"La Silla Observatory",0,"2412",3.38,14.1,203.41018,"0",,"55.2411"
"Kepler-9 b",2010,"Kepler",0,"19.23891",0.143,8.29,43.4,"0.0609","661","628.257"
"HAT-P-26 b",2010,"HATNet",0,"4.23452",0.0479,7.062,22.2481,"0.12","1001","141.837"
"WASP-43 b",2011,"SuperWASP",0,"0.813475",0.0142,10.424,565.714,"0","1426.7","86.7467"
"WASP-63 b",2012,"SuperWASP",0,"4.37808",0.0574,15.805,117.5971,"0","1469.90841337","290.684"
"WASP-69 b",2014,"SuperWASP",0,"3.86814",0.04525,12.442,92.1707,"0","963","49.9605"
"GJ 9827 b",2017,"K2",0,"1.2089819",0.0188,1.577,5.14,"0.063","1175","29.661"
"GJ 9827 c",2017,"K2",0,"3.648096",0.03925,1.241,1.3,"0.094","813","29.661"
"GJ 9827 d",2017,"K2",0,"6.20147",0.0559,2.022,3.53,"0.13","681","29.661"
"LHS 3844 b",2019,"Transiting Exoplanet Survey Satellite (TESS)",0,"0.46292913",0.00622,1.303,2.25,,"805","14.8846"
"GJ 367 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"0.3219225",0.00709,0.699,0.633,"0.06","1365","9.41263"
"TOI-1420 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"6.9561063",0.071,11.89,25.1,"0.17","957","201.918"
"GJ 367 c",2023,"La Silla Observatory",0,"11.5301",,1.86,4.13,"0.09",,"9.41263"
"GJ 367 d",2023,"La Silla Observatory",0,"34.369",,2.33,6.03,"0.14",,"9.41263"
"L 98-59 e",2021,"Multiple Observatories",0,"12.796",0.0717,1.56,3.06,"0.128","342","10.6194"
"GJ 9714 b",2022,"Multiple Observatories",0,"19240.75467",12.319,12.5,2988.54051,"0.155",,"20.5121"
"HD 156279 b",2011,"Haute-Provence Observatory",0,"133.40355",0.502,12.5,2997.75753,"0.647",,"36.1945"
"HD 156279 c",2018,"W. M. Keck Observatory",0,"4818.25358",5.486,12.5,3098.82697,"0.261",,"36.1945"
"HD 31527 d",2019,"La Silla Observatory",0,"271.6737",0.8098,3.46,11.82,"0.24",,"38.4473"
"K2-225 b",2018,"K2",0,"15.87209",0.134,3.49,12,,"902","357.778"
"HD 41004 B b",2003,"La Silla Observatory",0,"1.3283",,12.1,5838.29,"0.081",,"41.5504"
"FU Tau b",2008,"Spitzer Space Telescope",0,,800,12.2,5085.28,,"2375","133.4950466"
"Kepler-775 b",2016,"Kepler",0,"0.97486893",0.0187,1.19,1.81,"0","1612","398.676"
"BD+03 2562 b",2017,"Multiple Observatories",0,"481.9",1.3,12.7,2034.112,"0.2",,"1070.63"
"GJ 682 b",2014,"Multiple Observatories",0,"17.478",0.08,1.93,4.4,"0.08",,"5.00671"
"HAT-P-46 b",2014,"HATNet",0,"4.463129",0.0577,14.392,156.684,"0.123","1458","290.736"
"2MASS J12073346-3932539 b",2004,"Paranal Observatory",0,,55,12.9,1589.15,,"1250","64.308"
"HD 147873 c",2016,"Multiple Observatories",0,"491.54",1.36,13.3,731.009,"0.23",,"109.055"
"BD+20 2457 b",2009,"McDonald Observatory",0,"379.63",1.45,12.1,6807.63,"0.15",,"1539.71"
"OGLE-2018-BLG-0298L b",2022,"OGLE",0,,2.86,7.56,44.49598,,,"6540"
"HAT-P-57 b",2015,"HATNet",0,"2.4653",0.0406,19.504,448.1403,"0","2200","279.86"
"AF Lep b",2023,"Paranal Observatory",0,"8030",8.4,13.1,1017.0509,"0.24","1400","26.8564"
"HD 117207 b",2004,"W. M. Keck Observatory",0,"2621.75",3.787,13.4,669.34663,"0.157",,"32.3547"
"HD 215152 e",2018,"La Silla Observatory",0,"25.1967",0.15417,1.51,2.877,"0",,"21.5974"
"KMT-2021-BLG-1372L b",2022,"KMTNet",0,,2.37,9.12,61.27,,,"5970"
"TIC 257060897 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.660028",0.051,16.701,212.94503,"0.03","1762","505.703"
"TOI-1246 e",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"37.9216",0.211,3.78,14.8,,"462","169.422"
"TOI-1259 A b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.477978",0.0407,11.456,140.16233,"0","963","118.106"
"HD 15906 c",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"21.583298",0.141,2.93,8.91,"0.04","532","45.5621"
"GJ 680 b",2022,"Multiple Observatories",0,"17281.66514",10.138,12,7977.49302,"0.381",,"9.67315"
"KELT-9 b",2017,"KELT-North",0,"1.4811235",0.03462,21.196,915.3504,"0","4050","204.455"
"KELT-20 b",2017,"KELT-North",0,"3.4741085",0.0542,19.515,1074.90106,"0","2262","136.426"
"HD 75302 b",2023,"La Silla Observatory",0,"4356",5.3,12.8,1716.2734,"0.39",,"30.3288"
"HIP 97166 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"10.28891",0.089,2.74,20,"0.16","757","65.9501"
"Kepler-858 b",2016,"Kepler",0,"76.13602028",0.3403,4.87,21.1,"0","399","298.532"
"TOI-1272 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.31599",0.0412,4.14,24.6,"0.338","961","137.572"
"LP 791-18 b",2019,"Transiting Exoplanet Survey Satellite (TESS)",0,"0.9479981",0.00978,1.212,1.94,"0","564.3","26.4927"
"TOI-776 c",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"15.6653",0.1,2.02,5.3,"0.04","415","27.1701"
"LTT 3780 c",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"12.252196",0.07673,2.33,7.02,"0.03","353","21.9814"
"OGLE-2018-BLG-0977L b",2022,"OGLE",0,,2,2.41,6.4,,,"6500"
"HD 8535 b",2010,"La Silla Observatory",0,"1313",2.45,14,216.1244,"0.15",,"55.4401"
"GJ 876 b",1998,"Multiple Observatories",0,"61.1166",0.208317,13.3,723.2235,"0.0324",,"4.67517"
"Kepler-685 b",2016,"Kepler",0,"1.6255222",0.0265,10.58,78.8,"0","1579","938.715"
"Kepler-76 b",2013,"Kepler",0,"1.5449298",0.0274,15.244,638.8383,"0","2140","822.96"
"HD 86081 b",2006,"W. M. Keck Observatory",0,"2.1378431",0.0346,13.6,470.3884,"0.0119",,"103.936"
"TOI-1235 b",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.444714",0.03845,1.69,6.69,"0.049","775","39.6345"
"Kepler-138 e",2022,"Multiple Observatories",0,"38.23",0.1803,0.797,0.43,"0.112","292","66.8624"
"Kepler-138 b",2014,"Kepler",0,"10.3134",0.0753,0.64,0.07,"0.02","452","66.8624"
"Kepler-138 c",2014,"Kepler",0,"13.7815",0.0913,1.51,2.3,"0.017","410","66.8624"
"AU Mic b",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"8.4629991",0.0645,4.07,20.12,"0.186","593","9.7221"
"Kepler-138 d",2014,"Kepler",0,"23.0923",0.1288,1.51,2.1,"0.01","345","66.8624"
"AU Mic c",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"18.858991",0.1101,3.24,9.6,"0.041","454","9.7221"
"TOI-5126 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"5.4588385",0.06519,4.74,20.2,"0","1442","160.414"
"TOI-5126 c",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"17.8999",0.1439,3.86,14.2,"0","971","160.414"
"HIP 66074 b",2023,"European Space Agency (ESA) Gaia Satellite",0,"310.9",0.799,12.9,1589.14204,"0.948",,"35.4438"
"Kepler-1513 c",2023,"Multiple Observatories",0,"841.4",,11,84.54236,"0.125",,"349.247"
"GJ 724 b",2023,"Calar Alto Observatory",0,"5.101284",0.04685,3.27,10.75,"0.577","611","16.9658"
"GJ 3988 b",2023,"Calar Alto Observatory",0,"6.9442",0.0405,1.74,3.69,"0","348","9.9105"
"Kepler-1513 b",2016,"Kepler",0,"160.8842",0.5416,8.594,48.30992,"0.306","346","349.247"
"HIP 70849 b",2009,"La Silla Observatory",0,"3649",3.99,12.9,1430.22783,"0.65",,"24.0572"
"TOI-332 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"0.777038",0.0159,3.2,57.2,"0","1871","222.852"
"WASP-117 b",2014,"SuperWASP",0,"10.02165",0.09459,11.882,95.349,"0.3","1001","157.963"
"Kepler-1169 b",2016,"Kepler",0,"6.11009134",0.0709,0.94,0.779,"0","1125","522.823"
"TOI-674 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"1.977143",0.025,5.25,23.6,"0","635","46.0851"
"Kepler-1150 b",2016,"Kepler",0,"2.78786839",0.0382,1.02,1.04,"0","1432","358.518"
"TOI-1246 d",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"18.6559",0.131,3.51,5.3,,"586","169.422"
"WD 1856+534 b",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"1.4079405",0.0204,10.4,4386.054,"0","163","24.7359"
"HIP 9618 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"20.772907",0.1438,3.9,10,"0.22","663.4","67.5478"
"TOI-4010 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"1.348335",0.0229,3.02,11,"0.03","1441","177.504"
"HD 66141 b",2012,"Bohyunsan Optical Astronomical Observatory",0,"480.5",1.2,12.8,1906.9,"0.07",,"68.1509"
"HD 95127 b",2015,"McDonald Observatory",0,"482",1.28,12.4,3378.5329,"0.11",,"676.579"
"OGLE-TR-56 b",2002,"OGLE",0,"1.2119189",0.02383,15.278,441.77,"0.67","2212","282.8391387"
"TOI-628 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.4095675",0.0486,11.882,2011.8639,"0.072","1586","178.68"
"TOI-4562 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"225.11781",0.768,12.53,732,"0.76","318","339.605"
"HD 69830 c",2006,"La Silla Observatory",0,"31.56",0.186,3.46,11.8,"0.13",,"12.5591"
"HD 69830 d",2006,"La Silla Observatory",0,"197",0.63,4.45,18.1,"0.07",,"12.5591"
"Kepler-117 b",2014,"Kepler",0,"18.7959228",0.1445,8.059,29.875,"0.0493","984","1455.57"
"Kepler-1061 b",2016,"Kepler",0,"2.75798267",0.0384,1.98,4.58,"0","1332","543.375"
"Kepler-1062 b",2016,"Kepler",0,"9.30412078",0.0748,1.76,3.75,"0","583","397.455"
"Kepler-1087 b",2016,"Kepler",0,"0.69384285",0.0148,0.61,0.165,"0","2161","362.623"
"Kepler-110 b",2014,"Kepler",0,"12.691112",0.107,1.83,4.01,"0","1008","586.531"
"HIP 14810 c",2006,"W. M. Keck Observatory",0,"147.747",0.549,13.6,416.3573,"0.1566",,"50.48"
"Kepler-1129 b",2016,"Kepler",0,"24.3397804",0.1644,2.96,9.06,"0","737","1183.88"
"Kepler-117 c",2014,"Kepler",0,"50.790391",0.2804,12.341,584.78,"0.0323","704","1455.57"
"Kepler-1396 b",2016,"Kepler",0,"18.2206421",0.1406,2.07,4.94,"0","786","1066.46"
"Kepler-1200 b",2016,"Kepler",0,"1.11854972",0.0188,1.06,1.2,"0","1174","588.715"
"Kepler-1343 b",2016,"Kepler",0,"3.35183158",0.0449,1.93,4.38,"0","1294","1756.71"
"Kepler-1210 b",2016,"Kepler",0,"8.07124073",0.0753,1.7,3.53,"0","856","1176.53"
"Kepler-1399 b",2016,"Kepler",0,"1.63865306",0.0276,1.25,2.1,"0","1610","1385.7"
"Kepler-1388 c",2016,"Kepler",0,"5.53608151",0.0519,2.26,5.73,"0","566","453.795"
"Kepler-110 c",2014,"Kepler",0,"31.719775",0.198,2.21,5.52,"0","743","586.531"
"Kepler-1167 b",2016,"Kepler",0,"1.00393374",0.0175,1.71,3.57,"0","1419","820.905"
"Kepler-1293 b",2016,"Kepler",0,"5.57654784",0.0659,0.97,0.871,"0","1183","1028.16"
"Kepler-1296 b",2016,"Kepler",0,"8.3839865",0.0896,0.91,0.693,"0","1285","1551.54"
"Kepler-1201 b",2016,"Kepler",0,"15.18725932",0.1183,2.29,5.86,"0","789","944.241"
"Kepler-1400 b",2016,"Kepler",0,"9.06689421",0.0771,1.62,3.26,"0","725","752.237"
"Kepler-1091 b",2016,"Kepler",0,"1.43474156",0.0252,1.46,2.73,"0","1664","914.299"
"Kepler-1081 b",2016,"Kepler",0,"3.85691855",0.0466,1.01,1.01,"0","972","420.215"
"Kepler-1401 b",2016,"Kepler",0,"11.20066445",0.0975,1.68,3.46,"0","808","1425.43"
"Kepler-1104 b",2016,"Kepler",0,"5.03728015",0.0628,1.23,2.04,"0","1321","530.658"
"Kepler-1166 b",2016,"Kepler",0,"33.2406882",0.1975,1.69,3.5,"0","486","634.906"
"Kepler-1124 b",2016,"Kepler",0,"2.85234897",0.0305,1.28,2.18,"0","621","289.899"
"Kepler-272 d",2014,"Kepler",0,"10.937304",0.091,2.25,5.69,"0","777","889.608"
"Kepler-1407 b",2016,"Kepler",0,"20.0711504",0.1502,2.25,5.69,"0","826","1396.41"
"HIP 109600 b",2016,"Haute-Provence Observatory",0,"232.08",0.706,13.2,851.7844,"0.163",,"66.3361"
"Kepler-1154 c",2016,"Kepler",0,"8.45808312",0.0875,2.36,6.17,"0","1117","1460.1"
"Kepler-1388 e",2016,"Kepler",0,"37.6327084",0.1861,2.46,6.62,"0","299","453.795"
"Kepler-1125 b",2016,"Kepler",0,"17.6700642",0.1348,1.84,4.04,"0","778","2011.41"
"Kepler-1413 b",2016,"Kepler",0,"13.1829642",0.1066,1.82,3.97,"0","661","1167.49"
"Kepler-1086 c",2016,"Kepler",0,"161.5163345",0.503,2.94,8.96,"0","211","466.084"
"Kepler-296 b",2014,"Kepler",0,"10.864384",0.079,1.61,3.22,"0.33","495","167"
"Kepler-1012 b",2016,"Kepler",0,"5.50860439",0.0585,1.29,2.21,"0","934","411.077"
"Kepler-299 e",2014,"Kepler",0,"38.285489",0.22,1.87,4.16,"0","534","1052.24"
"Kepler-1509 b",2016,"Kepler",0,"25.4338197",0.1707,1.85,4.08,"0","667","2002.96"
"Kepler-1080 b",2016,"Kepler",0,"77.2548396",0.3781,3.28,10.8,"0","548","1382.82"
"Kepler-304 b",2014,"Kepler",0,"3.295709",0.039,2.86,8.55,"0","875","434.684"
"Kepler-1506 b",2016,"Kepler",0,"14.0329154",0.1168,1.32,2.3,"0","783","2366.02"
"Kepler-1342 b",2016,"Kepler",0,"2.21571036",0.0313,1.66,3.39,"0","1283","890.724"
"Kepler-1024 b",2016,"Kepler",0,"66.4162133",0.3033,3.91,14.5,"0","376","1087.4"
"Kepler-319 c",2014,"Kepler",0,"6.941357",0.069,2.63,7.41,"0","876","503.436"
"Kepler-172 d",2014,"Kepler",0,"14.627119",0.118,2.25,5.69,"0","736","828.592"
"Kepler-176 d",2014,"Kepler",0,"25.751974",0.163,2.51,15.2,"0","501","527.321"
"Kepler-179 c",2014,"Kepler",0,"6.40013",0.064,2,4.66,"0","810","605.68"
"Kepler-318 b",2014,"Kepler",0,"4.662715",0.056,4.71,19.9,"0","1039","489.141"
"Kepler-304 e",2016,"Kepler",0,"1.49914695",0.0232,1.2,1.87,"0","1137","434.684"
"Kepler-181 c",2014,"Kepler",0,"4.302149",0.049,1.99,4.62,"0","937","609.283"
"Kepler-296 c",2014,"Kepler",0,"5.8416366",0.0521,2,4.66,"0.33","606","167"
"Kepler-319 d",2014,"Kepler",0,"31.781925",0.191,2.29,5.86,"0","528","503.436"
"Kepler-318 c",2014,"Kepler",0,"11.815007",0.105,3.68,13.1,"0","762","489.141"
"Kepler-1650 b",2017,"Kepler",0,"1.53818001",0.0167,0.96,0.84,"0.01","602","134.397"
"Kepler-317 c",2014,"Kepler",0,"8.77501",0.083,1.72,3.61,"0","837","940.584"
"Kepler-213 c",2014,"Kepler",0,"4.822962",0.057,2.34,6.08,"0","1060","634.939"
"WASP-21 b",2010,"SuperWASP",0,"4.322482",0.052,11.99,95.345,"0","1340","258.426"
"OGLE-2019-BLG-0468L b",2022,"OGLE",0,,3.29,13.1,1090.15144,,,"4400"
"Kepler-125 b",2014,"Kepler",0,"4.164389",0.041,2.37,6.21,"0","590","183.365"
"Kepler-319 b",2014,"Kepler",0,"4.362705",0.051,1.63,3.29,"0","1023","503.436"
"Kepler-1025 b",2016,"Kepler",0,"37.3229493",0.3344,1.98,4.58,"0","1654","803.776"
"Kepler-1478 b",2016,"Kepler",0,"26.0840594",0.1681,1.73,3.64,"0","598","1845.58"
"Kepler-1481 b",2016,"Kepler",0,"5.94220998",0.059,1.23,2.04,"0","797","459.076"
"Kepler-1485 b",2016,"Kepler",0,"19.9157725",0.1467,1.47,2.76,"0","728","615.66"
"Kepler-50 c",2012,"Kepler",0,"9.37647",0.087,2.17,8.2,"0","1125","250.11"
"Kepler-316 c",2014,"Kepler",0,"6.827766",0.058,1.16,1.65,"0","577","384.938"
"Kepler-390 b",2014,"Kepler",0,"6.738088",0.065,0.82,0.477,"0","786","435.277"
"TOI-5542 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"75.12375",0.332,11.31,419.5335,"0.018","441","348.849"
"OGLE-2018-BLG-1269L b",2020,"OGLE",0,,4.51,14.1,210,,,"2510"
"TOI-969 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"1.8237305",0.02636,2.765,9.1,,"941","77.2554"
"HD 124330 b",2021,"Haute-Provence Observatory",0,"270.66",0.86,14,238.37131,"0.34",,"60.1977"
"Kepler-374 c",2014,"Kepler",0,"3.282807",0.042,1.1,1.37,"0","1467","1265.61"
"HIP 38594 b",2020,"Multiple Observatories",0,"60.722",0.256,2.77,8.1,"0.17",,"17.7886"
"HD 140901 b",2022,"Multiple Observatories",0,"9.02378",0.085,4.07,15.57359,"0.472",,"15.2528"
"TRAPPIST-1 b",2016,"La Silla Observatory",0,"1.510826",0.01154,1.116,1.374,"0.00622","397.6","12.4298888"
"HD 140901 c",2022,"Multiple Observatories",0,"14386",11.8,13.4,572.09113,"0.77",,"15.2528"
"K2-138 b",2017,"K2",0,"2.35309",0.03385,1.51,3.1,"0.048","1157","202.585"
"Kepler-617 b",2016,"Kepler",0,"1.68269615",0.0219,1.32,2.3,"0","750","173.354"
"Kepler-378 c",2014,"Kepler",0,"28.906009",0.166,0.7,0.271,"0","414","152.094"
"Kepler-279 b",2014,"Kepler",0,"12.309681",0.112,3.62,12.8,"0","1104","1037.4"
"Kepler-532 b",2016,"Kepler",0,"12.92491623",0.1012,2.57,7.13,"0","620","312.798"
"Kepler-526 b",2016,"Kepler",0,"5.45849832",0.064,1.99,4.62,"0","1099","666.146"
"Kepler-346 b",2014,"Kepler",0,"6.511127",0.071,2.66,7.56,"0","1008","984.105"
"Kepler-379 c",2014,"Kepler",0,"62.784697",0.326,2.29,5.86,"0","530","731.274"
"Kepler-625 b",2016,"Kepler",0,"7.75192492",0.0768,1.99,4.62,"0","852","760.708"
"Kepler-1556 b",2016,"Kepler",0,"8.82713457",0.0829,1.96,4.5,"0","797","944.54"
"Kepler-648 b",2016,"Kepler",0,"17.4211749",0.1341,3.22,10.5,"0","674","636.03"
"Kepler-642 b",2016,"Kepler",0,"4.41745855",0.0589,2.9,8.75,"0","1810","781.582"
"Kepler-398 d",2016,"Kepler",0,"6.83437001",0.0618,0.88,0.615,"0","636","177.355"
"Kepler-625 c",2016,"Kepler",0,"4.1653651",0.0508,1.05,1.16,"0","1048","760.708"
"Kepler-226 d",2014,"Kepler",0,"8.109044",0.076,1.22,1.98,"0","800","980.138"
"Kepler-649 b",2016,"Kepler",0,"29.90722674",0.1805,2.26,5.73,"0","564","513.748"
"TOI-2018 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"7.435583",,2.268,9.2,"0","821","27.9956"
"HD 191939 f",2022,"W. M. Keck Observatory",0,"2200",3.2,13.4,660,"0","125","53.6089"
"HAT-P-59 b",2021,"HATNet",0,"4.1419771",0.05064,12.588,489.45575,"0.03","1277.8","265.471"
"TOI-1670 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"10.98462",0.103,2.06,41.31769,"0.59","1062","168.067"
"TOI-1246 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"4.30744",0.049,3.01,8.1,,"955","169.422"
"TOI-4010 e",2023,"Roque de los Muchachos Observatory",0,"762",1.57,13.3,692,"0.26","174","177.504"
"Kepler-620 b",2016,"Kepler",0,"12.91375431",0.1053,3.32,11,"0","849","1355.28"
"Kepler-361 c",2014,"Kepler",0,"55.188023",0.3,2.52,6.9,"0","568","930.32"
"Kepler-359 c",2014,"Kepler",0,"57.68802",0.307,4.3,2.9,"0","512","1443.21"
"TOI-3364 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"5.8768918",0.0675,12.229,530.77344,"0","1264","277.899"
"TOI-2803 A b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"1.96229325",0.03185,18.114,309.8827,"0","1893","494.818"
"HD 86226 b",2009,"Las Campanas Observatory",0,"1628",2.73,14.3,143.0235,"0.059","176","45.683"
